gender,ip_address,transaction,type,value,date
Male,111.60.46.189,withdraw,savings,677189.27,09-Oct-2019
Female,72.134.250.123,withdraw,checking,480877.35,19-Oct-2019
Female,216.151.113.205,deposit,savings,93694.61,15-Oct-2019
Male,251.46.218.4,withdraw,savings,525449.05,02-Oct-2019
Male,249.174.161.228,withdraw,checking,531328.09,06-Oct-2019
Female,88.128.84.159,withdraw,savings,178540.25,12-Oct-2019
Male,210.169.86.97,deposit,savings,990802.05,20-Oct-2019
Male,0.4.120.203,deposit,checking,565754.05,13-Oct-2019
Female,135.223.105.23,deposit,savings,362624.4,17-Oct-2019
Male,226.120.210.83,withdraw,checking,572685.12,20-Oct-2019
Female,12.150.229.127,deposit,savings,234411.56,05-Oct-2019
Female,84.96.1.133,deposit,checking,258536.92,22-Oct-2019
Male,13.245.100.230,withdraw,checking,537593.63,05-Oct-2019
Female,249.144.109.25,withdraw,savings,360031.33,15-Oct-2019
Female,63.198.136.134,deposit,checking,893385.08,09-Oct-2019
Female,109.201.193.88,deposit,checking,261973.09,01-Oct-2019
Female,246.136.169.71,withdraw,checking,308363.9,14-Oct-2019
Female,183.139.72.23,deposit,savings,995215.0,28-Oct-2019
Male,107.244.149.200,deposit,savings,385833.14,09-Oct-2019
Female,66.42.157.11,deposit,checking,493724.5,01-Oct-2019
Male,216.207.45.245,withdraw,checking,408418.51,19-Oct-2019
Female,2.227.110.54,deposit,checking,877636.19,15-Oct-2019
Male,183.46.246.182,deposit,checking,324480.94,07-Oct-2019
Male,143.182.136.215,withdraw,savings,835181.83,23-Oct-2019
Male,190.220.121.57,withdraw,checking,423076.31,03-Oct-2019
Male,210.167.203.248,withdraw,savings,968489.09,03-Oct-2019
Female,221.198.53.29,deposit,savings,699928.07,18-Oct-2019
Female,235.62.39.0,deposit,savings,697002.71,16-Oct-2019
Female,121.14.11.206,withdraw,savings,840312.25,18-Oct-2019
Female,101.69.144.134,withdraw,checking,882338.2,20-Oct-2019
Male,81.178.164.246,withdraw,checking,319116.99,07-Oct-2019
Female,191.191.29.194,withdraw,savings,60048.06,09-Oct-2019
Male,124.76.34.141,withdraw,savings,43299.62,07-Oct-2019
Male,246.245.146.204,withdraw,savings,537062.58,25-Oct-2019
Male,3.143.98.161,withdraw,savings,79051.74,06-Oct-2019
Female,112.52.247.218,deposit,checking,353365.74,07-Oct-2019
Male,30.83.94.254,withdraw,savings,744099.79,27-Oct-2019
Female,87.173.161.8,withdraw,checking,849339.29,09-Oct-2019
Female,233.2.86.238,deposit,checking,769245.21,01-Oct-2019
Male,147.134.239.147,deposit,checking,772515.74,21-Oct-2019
Female,10.231.100.159,withdraw,checking,691165.92,24-Oct-2019
Female,209.53.112.78,withdraw,savings,861300.28,27-Oct-2019
Female,122.185.184.39,withdraw,savings,550974.0,13-Oct-2019
Male,71.64.227.118,withdraw,savings,211482.13,05-Oct-2019
Female,182.61.177.57,withdraw,savings,34388.4,18-Oct-2019
Male,46.30.28.144,withdraw,savings,551305.85,09-Oct-2019
Male,193.213.45.227,withdraw,savings,219467.33,18-Oct-2019
Male,86.180.195.161,withdraw,checking,734823.4,13-Oct-2019
Male,164.218.133.224,withdraw,checking,704647.76,05-Oct-2019
Male,155.209.166.162,withdraw,savings,599673.71,16-Oct-2019
Male,238.7.69.7,withdraw,checking,94307.78,01-Oct-2019
Female,45.133.18.67,withdraw,checking,530003.22,27-Oct-2019
Male,247.197.208.91,withdraw,checking,442769.21,21-Oct-2019
Female,231.215.31.220,deposit,checking,34491.0,19-Oct-2019
Female,226.139.250.217,withdraw,checking,337419.95,21-Oct-2019
Female,189.192.232.60,withdraw,savings,680013.3,25-Oct-2019
Male,72.174.187.117,deposit,savings,125060.3,09-Oct-2019
Male,40.43.246.119,withdraw,savings,378253.68,03-Oct-2019
Male,251.246.146.127,withdraw,savings,842812.53,16-Oct-2019
Female,112.131.127.173,withdraw,checking,117470.07,28-Oct-2019
Female,99.206.239.255,deposit,savings,52997.89,20-Oct-2019
Female,221.119.71.148,withdraw,savings,167309.55,18-Oct-2019
Female,16.230.69.164,withdraw,savings,905424.42,19-Oct-2019
Male,79.16.163.19,deposit,checking,790171.31,08-Oct-2019
Male,150.33.131.111,deposit,checking,281446.13,14-Oct-2019
Female,131.197.17.241,withdraw,savings,608584.62,02-Oct-2019
Male,120.130.105.153,withdraw,savings,910177.64,15-Oct-2019
Male,153.24.152.102,deposit,savings,96412.43,05-Oct-2019
Female,199.54.201.118,withdraw,checking,781297.54,28-Oct-2019
Female,87.55.94.226,withdraw,checking,51405.23,22-Oct-2019
Female,184.137.45.219,withdraw,savings,291512.17,10-Oct-2019
Female,199.160.102.210,deposit,savings,992963.94,14-Oct-2019
Female,46.159.7.238,withdraw,checking,589899.19,23-Oct-2019
Male,202.112.253.56,deposit,savings,684424.74,01-Oct-2019
Female,23.71.177.224,withdraw,checking,394620.09,04-Oct-2019
Female,235.154.238.227,withdraw,checking,189768.77,01-Oct-2019
Female,9.149.11.231,withdraw,checking,987683.34,25-Oct-2019
Male,28.71.71.240,deposit,checking,634079.69,01-Oct-2019
Female,103.41.151.202,withdraw,checking,917423.71,05-Oct-2019
Female,127.79.75.85,withdraw,checking,450978.94,25-Oct-2019
Female,181.224.207.190,withdraw,savings,593012.79,11-Oct-2019
Male,72.155.25.189,deposit,savings,990356.83,18-Oct-2019
Male,191.75.213.117,deposit,savings,618564.28,09-Oct-2019
Female,22.9.12.238,withdraw,checking,108120.59,20-Oct-2019
Female,22.81.3.86,deposit,checking,724045.98,10-Oct-2019
Male,13.92.190.26,deposit,checking,525192.05,25-Oct-2019
Male,58.47.238.225,deposit,savings,480589.26,23-Oct-2019
Male,75.182.210.40,withdraw,checking,131980.56,01-Oct-2019
Female,174.251.54.91,withdraw,checking,421816.42,09-Oct-2019
Male,14.211.103.234,withdraw,checking,609912.08,20-Oct-2019
Male,132.108.110.91,deposit,checking,137898.18,28-Oct-2019
Female,39.172.8.25,deposit,savings,24635.29,01-Oct-2019
Female,229.85.124.227,deposit,checking,554759.22,28-Oct-2019
Female,46.23.253.87,withdraw,savings,671084.13,03-Oct-2019
Male,36.14.136.81,withdraw,savings,197137.66,13-Oct-2019
Male,143.39.127.143,withdraw,savings,699525.37,10-Oct-2019
Male,209.155.95.234,withdraw,checking,857479.1,10-Oct-2019
Male,195.16.93.129,withdraw,savings,28466.88,24-Oct-2019
Male,6.220.47.212,withdraw,savings,274124.3,13-Oct-2019
Male,73.122.189.73,withdraw,checking,561655.59,16-Oct-2019
Male,185.221.71.14,deposit,savings,508997.75,01-Oct-2019
Male,224.157.230.220,deposit,savings,325813.76,09-Oct-2019
Male,239.87.159.225,deposit,checking,937740.16,28-Oct-2019
Female,246.22.130.69,deposit,checking,301984.0,06-Oct-2019
Female,169.234.91.208,withdraw,checking,518969.24,06-Oct-2019
Male,4.188.31.17,withdraw,savings,15996.1,10-Oct-2019
Male,165.55.39.173,withdraw,checking,453089.0,13-Oct-2019
Female,125.70.122.132,deposit,checking,988477.0,02-Oct-2019
Male,76.104.19.133,deposit,checking,834813.53,26-Oct-2019
Female,50.246.137.166,deposit,savings,864790.54,23-Oct-2019
Male,79.59.207.54,withdraw,checking,21329.8,14-Oct-2019
Male,2.75.86.59,withdraw,savings,613362.85,28-Oct-2019
Female,105.10.60.194,withdraw,savings,899473.25,18-Oct-2019
Female,134.227.130.228,withdraw,savings,248252.15,27-Oct-2019
Female,97.114.147.141,deposit,savings,93363.2,15-Oct-2019
Male,245.172.151.217,withdraw,savings,412732.14,13-Oct-2019
Male,69.27.239.78,deposit,savings,885391.24,22-Oct-2019
Female,251.30.65.112,withdraw,savings,632135.72,26-Oct-2019
Male,113.202.15.215,withdraw,savings,550436.64,20-Oct-2019
Female,61.6.92.109,withdraw,savings,723377.67,11-Oct-2019
Female,91.141.245.243,withdraw,savings,247694.56,20-Oct-2019
Male,174.115.34.241,withdraw,savings,447225.33,18-Oct-2019
Female,230.105.122.101,deposit,savings,992483.01,25-Oct-2019
Male,97.183.39.173,withdraw,savings,418619.3,03-Oct-2019
Male,223.92.210.130,withdraw,checking,224948.0,18-Oct-2019
Female,11.168.123.223,withdraw,savings,291817.46,06-Oct-2019
Female,136.129.39.101,deposit,checking,366881.31,26-Oct-2019
Male,133.24.60.190,withdraw,checking,768425.64,10-Oct-2019
Female,177.0.137.32,withdraw,savings,847718.2,04-Oct-2019
Male,70.68.50.254,withdraw,checking,28334.13,13-Oct-2019
Male,83.128.7.17,deposit,checking,961632.65,15-Oct-2019
Female,50.221.34.195,withdraw,savings,610789.29,12-Oct-2019
Male,48.76.222.229,deposit,savings,739692.27,10-Oct-2019
Male,247.22.28.91,withdraw,savings,428409.85,04-Oct-2019
Female,98.115.158.100,withdraw,checking,751149.93,12-Oct-2019
Female,32.130.154.17,withdraw,checking,572309.13,01-Oct-2019
Female,188.238.47.102,withdraw,checking,133333.48,06-Oct-2019
Female,202.39.181.145,withdraw,savings,675460.43,26-Oct-2019
Female,190.90.82.176,withdraw,checking,375692.64,12-Oct-2019
Female,17.39.116.159,withdraw,checking,851088.34,17-Oct-2019
Female,33.53.203.217,withdraw,savings,48073.24,10-Oct-2019
Female,98.189.43.132,withdraw,savings,353337.83,01-Oct-2019
Female,50.64.46.128,withdraw,checking,753075.36,10-Oct-2019
Female,43.152.37.40,withdraw,savings,715608.18,16-Oct-2019
Male,62.29.220.147,withdraw,savings,394636.74,22-Oct-2019
Female,8.176.199.216,withdraw,checking,189870.0,22-Oct-2019
